time_ms,cwnd_mss,ssthresh_mss,reno_state,event
29492,6,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
29543,6,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
29594,7,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
29645,7,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
29708,7,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
29758,7,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
29805,7,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
29863,7,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
29933,7,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
29960,8,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30023,8,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30070,8,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30132,8,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30171,8,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30216,8,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30300,8,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30321,8,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30376,8,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30432,9,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30502,9,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30555,9,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30600,9,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30708,9,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30740,9,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30786,9,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30881,9,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
30949,9,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31005,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31062,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31105,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31161,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31207,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31257,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31307,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31403,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31427,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31475,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31548,10,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31595,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31647,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31716,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31747,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31798,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31847,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31900,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
31952,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32000,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32051,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32105,11,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32167,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32212,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32263,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32314,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32364,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32417,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32466,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32522,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32568,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32618,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32668,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32719,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32778,12,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32820,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32871,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32922,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
32974,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33023,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33132,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33154,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33204,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33253,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33304,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33356,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33405,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33455,13,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33506,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33559,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33608,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33660,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33709,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33760,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33810,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33861,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33913,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
33974,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34013,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34073,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34114,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34167,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34217,14,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34271,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34322,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34374,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34424,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34475,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34528,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34577,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34628,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34677,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34750,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34791,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34831,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34883,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34932,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
34986,15,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35069,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35132,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35203,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35228,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35275,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35325,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35376,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35428,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35477,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35528,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35589,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35634,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35691,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35742,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35809,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35843,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35893,16,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
35977,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36045,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36068,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36118,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36169,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36220,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36270,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36322,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36372,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36422,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36473,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36523,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36587,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36628,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36679,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36731,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36782,17,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36834,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36886,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36934,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
36986,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37039,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37087,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37141,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37208,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37243,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37295,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37345,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37402,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37448,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37499,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37550,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37599,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37656,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37722,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37779,18,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37819,19,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37871,19,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
37970,19,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38032,19,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38085,19,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38140,19,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38289,19,5,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38455,12,9,FAST_RECOVERY,TCP_CONGESTION into FAST_RECOVERY
38480,9,9,CONGESTION_AVOIDANCE,"cwnd >= recovery_point, change to TCP_RENO_CONGESTION_AVOIDANCE"
38480,9,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38494,9,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38545,9,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38597,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38646,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38696,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38774,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38822,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38874,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
38932,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39028,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39108,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39180,10,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39231,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39273,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39330,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39385,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39437,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39548,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39597,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39648,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39698,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39847,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39862,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39903,11,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
39953,12,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40034,12,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40053,12,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40117,12,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40163,12,9,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40361,9,6,FAST_RECOVERY,TCP_CONGESTION into FAST_RECOVERY
40382,6,6,CONGESTION_AVOIDANCE,"cwnd >= recovery_point, change to TCP_RENO_CONGESTION_AVOIDANCE"
40383,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40411,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40461,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40512,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40563,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40613,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40673,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40738,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40782,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40832,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40883,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40934,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
40986,8,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41036,8,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41086,8,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41136,8,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41187,8,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41251,8,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41296,8,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41347,8,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41398,8,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41450,9,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41500,9,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41552,9,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41604,9,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41653,9,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41706,9,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41805,9,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41856,9,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41908,9,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
41958,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42021,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42068,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42120,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42172,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42222,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42270,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42321,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42372,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42422,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42473,10,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42526,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42576,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42627,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42729,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42781,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42830,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42883,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42934,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
42984,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43033,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43083,11,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43133,12,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43186,12,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43387,9,6,FAST_RECOVERY,TCP_CONGESTION into FAST_RECOVERY
43408,6,6,CONGESTION_AVOIDANCE,"cwnd >= recovery_point, change to TCP_RENO_CONGESTION_AVOIDANCE"
43408,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43439,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43540,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43591,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43642,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43692,6,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43744,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43803,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43846,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43897,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
43951,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
44001,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
44051,7,6,CONGESTION_AVOIDANCE,receive ack in TCP_RENO_CONGESTION_AVOIDANCE
